age,job,marital,education,month,duration
47,admin.,single,university.degree,aug,267
31,admin.,single,university.degree,aug,23
47,unknown,married,unknown,aug,111
47,technician,married,university.degree,aug,206
31,unemployed,married,university.degree,aug,95
47,technician,married,university.degree,aug,345
41,technician,married,professional.course,aug,81
36,management,married,university.degree,aug,46
41,technician,married,professional.course,aug,154
41,admin.,married,university.degree,aug,85
35,admin.,single,university.degree,aug,448
50,management,married,professional.course,aug,165
40,admin.,married,university.degree,aug,53
30,admin.,married,university.degree,aug,296
30,technician,single,university.degree,aug,202
49,unemployed,married,basic.4y,aug,155
54,housemaid,married,basic.4y,aug,23
38,admin.,divorced,university.degree,aug,70
33,admin.,married,university.degree,aug,787
44,technician,married,professional.course,aug,27
40,admin.,single,university.degree,aug,183
43,admin.,married,university.degree,aug,115
33,admin.,married,university.degree,aug,62
40,technician,single,university.degree,aug,554
53,technician,married,professional.course,aug,276
39,technician,married,professional.course,aug,145
41,technician,married,professional.course,aug,112
43,admin.,divorced,university.degree,aug,95
55,admin.,married,high.school,aug,61
46,admin.,married,high.school,aug,63
57,admin.,married,university.degree,aug,104
51,technician,married,professional.course,aug,118
31,technician,single,university.degree,aug,34
41,technician,divorced,high.school,aug,82
33,services,married,university.degree,aug,149
41,admin.,married,university.degree,aug,583
51,technician,married,professional.course,aug,81
30,technician,single,professional.course,aug,55
30,technician,single,university.degree,aug,73
33,technician,single,university.degree,aug,131
36,self-employed,single,university.degree,aug,118
46,technician,divorced,professional.course,aug,81
33,admin.,single,university.degree,aug,66
32,admin.,divorced,university.degree,aug,77
48,technician,married,university.degree,aug,52
44,technician,married,professional.course,aug,236
43,technician,married,university.degree,aug,74
29,technician,single,professional.course,aug,94
43,technician,married,professional.course,aug,211
44,technician,married,professional.course,aug,536
56,self-employed,married,high.school,aug,210
39,admin.,married,university.degree,aug,144
37,admin.,single,university.degree,aug,85
33,services,married,university.degree,aug,74
40,admin.,married,university.degree,aug,13
32,technician,married,professional.course,aug,192
57,management,married,university.degree,aug,17
31,admin.,single,university.degree,aug,116
30,technician,single,university.degree,aug,110
35,admin.,married,university.degree,aug,148
41,admin.,married,university.degree,aug,67
37,technician,single,university.degree,aug,146
30,technician,single,university.degree,aug,979
33,services,married,professional.course,aug,51
40,admin.,single,university.degree,aug,101
36,admin.,single,university.degree,aug,107
32,admin.,single,university.degree,aug,65
32,technician,married,professional.course,aug,78
29,technician,married,professional.course,aug,965
32,unemployed,married,university.degree,aug,85
41,technician,divorced,professional.course,aug,26
31,admin.,single,university.degree,aug,13
51,technician,married,professional.course,aug,47
57,technician,married,university.degree,aug,30
43,technician,married,university.degree,aug,38
33,admin.,married,university.degree,aug,137
41,admin.,married,university.degree,aug,84
37,admin.,single,university.degree,aug,94
46,admin.,married,high.school,aug,91
55,technician,married,high.school,aug,71
37,technician,single,university.degree,aug,210
29,technician,single,professional.course,aug,121
31,admin.,married,university.degree,aug,96
36,admin.,married,university.degree,aug,165
52,admin.,married,basic.9y,aug,82
41,technician,divorced,professional.course,aug,100
34,technician,married,university.degree,aug,81
31,admin.,married,university.degree,aug,180
45,admin.,married,unknown,aug,54
35,management,married,university.degree,aug,108
50,admin.,divorced,university.degree,aug,84
42,management,married,university.degree,aug,161
33,services,married,university.degree,aug,198
40,admin.,married,university.degree,aug,262
50,unemployed,married,basic.9y,aug,74
37,admin.,single,university.degree,aug,72
31,admin.,married,university.degree,aug,23
32,technician,married,professional.course,aug,109
35,admin.,married,university.degree,aug,125
32,admin.,single,university.degree,aug,12
41,admin.,married,university.degree,aug,12
37,technician,single,professional.course,aug,19
31,admin.,single,university.degree,aug,87
59,retired,married,university.degree,aug,17
33,services,married,professional.course,aug,56
33,technician,married,professional.course,aug,80
31,admin.,married,university.degree,aug,80
37,admin.,single,university.degree,aug,105
46,housemaid,married,basic.4y,aug,75
46,technician,married,professional.course,aug,81
40,admin.,divorced,high.school,aug,46
43,admin.,married,university.degree,aug,94
33,services,married,professional.course,aug,147
38,unknown,married,unknown,aug,79
37,technician,single,university.degree,aug,126
33,services,married,professional.course,aug,331
46,technician,married,university.degree,aug,13
46,technician,divorced,university.degree,aug,16
48,admin.,single,university.degree,aug,44
32,technician,single,university.degree,aug,271
36,admin.,married,university.degree,aug,86
50,unemployed,married,basic.9y,aug,192
46,admin.,married,high.school,aug,180
58,housemaid,married,basic.9y,aug,54
56,admin.,married,university.degree,aug,95
57,admin.,divorced,university.degree,aug,80
44,technician,married,professional.course,aug,82
37,technician,married,university.degree,aug,716
57,management,married,university.degree,aug,77
40,admin.,single,university.degree,aug,14
36,admin.,married,university.degree,aug,63
48,services,married,basic.9y,aug,110
47,admin.,married,high.school,aug,59
37,admin.,married,university.degree,aug,192
58,self-employed,married,basic.6y,aug,157
37,admin.,married,university.degree,aug,535
41,admin.,married,university.degree,aug,15
37,admin.,married,university.degree,aug,156
44,admin.,married,basic.9y,aug,452
52,technician,divorced,professional.course,aug,205
40,technician,single,professional.course,aug,302
34,technician,married,university.degree,aug,99
32,technician,married,university.degree,aug,151
30,technician,single,professional.course,aug,56
49,admin.,married,university.degree,aug,54
30,technician,married,high.school,aug,81
35,technician,married,university.degree,aug,88
48,admin.,divorced,university.degree,aug,122
37,technician,married,university.degree,aug,180
35,admin.,married,university.degree,aug,82
40,technician,divorced,professional.course,aug,49
29,management,single,university.degree,aug,82
37,admin.,single,university.degree,aug,71
54,management,married,university.degree,aug,121
30,technician,married,university.degree,aug,66
53,technician,married,professional.course,aug,70
45,admin.,married,unknown,aug,105
41,admin.,married,university.degree,aug,12
47,technician,married,university.degree,aug,13
57,retired,divorced,university.degree,aug,327
38,unknown,married,unknown,aug,44
32,technician,married,professional.course,aug,183
46,admin.,married,high.school,aug,82
32,unemployed,married,university.degree,aug,72
46,services,married,basic.9y,aug,70
50,housemaid,married,basic.9y,aug,20
57,technician,married,university.degree,aug,23
30,admin.,single,university.degree,aug,117
35,admin.,married,university.degree,aug,28
50,admin.,married,university.degree,aug,203
53,housemaid,married,basic.4y,aug,51
31,unemployed,married,university.degree,aug,22
30,technician,single,university.degree,aug,31
46,admin.,married,high.school,aug,16
42,housemaid,married,university.degree,aug,2372
39,admin.,married,university.degree,aug,86
30,management,married,university.degree,aug,308
46,technician,divorced,professional.course,aug,93
57,management,married,university.degree,aug,203
41,technician,divorced,professional.course,aug,68
41,admin.,married,university.degree,aug,19
31,admin.,single,university.degree,aug,98
33,technician,single,university.degree,aug,9
54,management,married,university.degree,aug,11
58,self-employed,married,basic.6y,aug,79
47,admin.,married,high.school,aug,144
41,self-employed,married,basic.6y,aug,85
38,admin.,married,university.degree,aug,1126
58,retired,married,university.degree,aug,17
30,technician,single,professional.course,aug,16
39,admin.,single,university.degree,aug,276
31,admin.,single,university.degree,aug,146
48,admin.,single,university.degree,aug,183
58,retired,married,university.degree,aug,156
31,admin.,married,university.degree,aug,1037
47,admin.,divorced,university.degree,aug,507
44,admin.,married,basic.9y,aug,18
38,unknown,married,unknown,aug,27
37,technician,single,professional.course,aug,17
34,admin.,married,university.degree,aug,19
32,technician,married,university.degree,aug,12
35,admin.,married,university.degree,aug,32
42,housemaid,married,university.degree,aug,12
45,admin.,married,unknown,aug,7
42,management,married,university.degree,aug,715
30,management,married,university.degree,aug,56
32,technician,single,university.degree,aug,195
50,admin.,married,high.school,aug,95
32,technician,single,university.degree,aug,83
32,admin.,married,university.degree,aug,66
34,technician,married,university.degree,aug,8
50,blue-collar,married,basic.9y,aug,46
38,admin.,married,university.degree,aug,25
48,blue-collar,married,basic.9y,aug,85
39,technician,married,university.degree,aug,76
45,management,married,university.degree,aug,26
31,technician,single,university.degree,aug,958
39,technician,married,university.degree,aug,88
29,admin.,single,university.degree,aug,20
30,admin.,single,university.degree,aug,50
30,admin.,married,university.degree,aug,45
35,technician,single,university.degree,aug,18
43,technician,divorced,high.school,aug,248
33,admin.,divorced,university.degree,aug,49
45,services,married,professional.course,aug,16
40,technician,married,professional.course,aug,258
48,blue-collar,married,basic.9y,aug,13
39,technician,married,university.degree,aug,64
